Unnamed: 0,latency_32,latency_16,latency_8,latency_4,latency_2,latency_1
layer2.2.conv3,0.092876797914505,0.04890800204142394,0.035140865258932105,0.02311671539328331,0.015971523260184643,0.011122083854452012
layer2.3.conv1,0.1026047945022583,0.05403066871013022,0.03882155004787445,0.02553798026799325,0.017644394496758937,0.012287020590152263
layer2.3.conv2,0.10052160024642944,0.05293367924446681,0.03803335266923904,0.02501948038640552,0.017286158788169144,0.012037556119814155
layer2.3.conv3,0.09373120069503783,0.04935792208467268,0.035464137094974514,0.023329373305187084,0.016118450309665914,0.011224399390559433
layer3.0.conv1,0.16435199975967407,0.08654613552846113,0.06218422262907028,0.040906647172081305,0.02826272918491244,0.019681306462100742
layer3.0.conv2,0.2550976037979126,0.13433187197942986,0.0965187293729782,0.06349291574342625,0.04386776250001859,0.0305481778465476
layer3.0.conv3,0.08171520233154297,0.043030416338484874,0.030917763954162597,0.020338632661966782,0.0140521237171669,0.009785472291492462
layer3.0.downsample.0,0.16840959787368776,0.08868282651371814,0.0637194554514885,0.04191656937965268,0.02896049250270152,0.020167207650396108
layer3.1.conv1,0.12175359725952148,0.06411423861534106,0.04606669105911254,0.030304051379416008,0.02093731108636665,0.01458010772020912
layer3.1.conv2,0.11110399961471558,0.05850626595642183,0.042037309294223786,0.027653403173019234,0.01910595707422471,0.013304808391621827
layer3.1.conv3,0.09185280203819277,0.048368775953384284,0.03475342617917061,0.022861846343443806,0.015795432198433042,0.010999459385707499
layer3.2.conv1,0.1204192042350769,0.0634115604628958,0.04556181011438369,0.029971925547545027,0.02070784269698739,0.014420312901202438
layer3.2.conv2,0.11100159883499146,0.058452342719873554,0.041998564935207365,0.027627915971327462,0.019088347763051745,0.013292545801993131
layer3.2.conv3,0.09338880181312563,0.04917761822416536,0.03533458705401421,0.02324415140174217,0.01605956981604946,0.011183396802595497
layer3.3.conv1,0.11987520456314088,0.06312509562277423,0.04535598239850998,0.029836525901211823,0.020614294000122785,0.014355168429128408
layer3.3.conv2,0.10997439622879028,0.05791142799962998,0.04160991255712509,0.0273722487774536,0.018911705257213352,0.013169537324330089
layer3.3.conv3,0.0936959981918335,0.04933938479508862,0.03545081787586212,0.02332061152327838,0.01611239672457933,0.011220183857710361
layer3.4.conv1,0.12127679586410522,0.06386315972218372,0.04588628848314285,0.03018537715286586,0.020855318115588425,0.014523010304914711
layer3.4.conv2,0.10905599594116212,0.05742780750289936,0.0412624266242981,0.02714366210626202,0.018753772900743485,0.013059558026590347
layer3.4.conv3,0.09380800127983094,0.04939836451208389,0.03549319536423683,0.023348488706455915,0.01613165729304564,0.011233596332780956
layer3.5.conv1,0.12318719625473022,0.06486915764957385,0.046609107574939725,0.0306608692360226,0.021183839392810103,0.014751782547468421
layer3.5.conv2,0.10967040061950684,0.057751346922189035,0.0414948927783966,0.02729658531641264,0.018859428767781256,0.013133133564362524
layer3.5.conv3,0.09418560266494752,0.049597205662175285,0.035636064624309544,0.02344247239180955,0.016196591371748687,0.01127881445359397
layer4.0.conv1,0.18052159547805785,0.09506088450948956,0.06830215086507796,0.04493120390357424,0.031043327568177934,0.021617630748797176
layer4.0.conv2,0.3526655912399292,0.18571020797012977,0.1334345531015396,0.0877772520667858,0.060646004384649746,0.04223203605663728
layer4.0.conv3,0.09359359741210938,0.04928546155854034,0.0354120735168457,0.02329512432158661,0.01609478741340637,0.011207921268081664
layer4.0.downsample.0,0.18484480381011964,0.09733744320528583,0.06993787996959686,0.04600723558039991,0.03178676644618177,0.022135339010377404
layer4.1.conv1,0.22169599533081052,0.11674291573010225,0.08388089679336547,0.05517937033757961,0.038123867592584605,0.02654830383510017
layer4.1.conv2,0.18063360452651975,0.09511986736520639,0.068344530608654,0.04495908257029087,0.031062589161633247,0.021631043937638993
layer4.1.conv3,0.09402239918708802,0.04951126432690588,0.03557431495642662,0.023401851607786125,0.0161685261476959,0.011259270683709025
layer4.2.conv1,0.22005760669708246,0.11588015650021602,0.08326099606990811,0.05477158104466766,0.03784212271377324,0.026352105256125916
layer4.2.conv2,0.18012160062789914,0.09485025118246498,0.06815080881357191,0.044831646561832014,0.030974542605768436,0.02156973098949551
layer4.2.conv3,0.0936959981918335,0.04933938479508862,0.03545081787586212,0.02332061152327838,0.01611239672457933,0.011220183857710361
